"Date","Price","Open","High","Low","Vol.","Change %"
"May 06, 2009","3,625.05","3,662.00","3,717.05","3,608.65","408.10M","-1.01%"
"May 05, 2009","3,661.90","3,664.50","3,682.20","3,618.75","442.07M","0.22%"
"May 04, 2009","3,654.00","3,478.70","3,664.50","3,478.70","363.87M","5.18%"
"Apr 29, 2009","3,473.95","3,371.65","3,486.40","3,366.70","483.58M","3.32%"
"Apr 28, 2009","3,362.35","3,469.50","3,471.95","3,351.50","287.14M","-3.10%"
"Apr 27, 2009","3,470.00","3,481.30","3,517.25","3,435.30","315.94M","-0.31%"
"Apr 24, 2009","3,480.75","3,423.60","3,491.35","3,402.90","306.13M","1.67%"
"Apr 23, 2009","3,423.70","3,330.50","3,439.90","3,310.50","312.63M","2.80%"
"Apr 22, 2009","3,330.30","3,364.60","3,401.10","3,296.90","327.29M","-1.04%"
"Apr 21, 2009","3,365.30","3,376.85","3,414.70","3,309.35","344.67M","-0.35%"
"Apr 20, 2009","3,377.10","3,384.75","3,441.10","3,339.45","341.80M","-0.22%"
"Apr 17, 2009","3,384.40","3,369.50","3,489.85","3,359.25","491.16M","0.44%"
"Apr 16, 2009","3,369.50","3,484.35","3,511.25","3,354.20","559.55M","-3.29%"
"Apr 15, 2009","3,484.15","3,381.45","3,497.55","3,311.80","458.49M","3.00%"
"Apr 13, 2009","3,382.60","3,342.20","3,417.80","3,334.15","331.53M","1.21%"
"Apr 09, 2009","3,342.05","3,346.00","3,401.15","3,307.05","414.64M","-0.03%"
"Apr 08, 2009","3,342.95","3,255.35","3,357.05","3,149.25","409.03M","2.65%"
"Apr 06, 2009","3,256.60","3,211.35","3,303.90","3,211.35","357.07M","1.42%"
"Apr 02, 2009","3,211.05","3,061.05","3,228.75","3,061.05","370.84M","4.92%"
"Apr 01, 2009","3,060.35","3,023.85","3,069.30","2,965.70","319.35M","1.30%"
"Mar 31, 2009","3,020.95","2,981.70","3,054.30","2,966.40","341.40M","1.44%"
"Mar 30, 2009","2,978.15","3,108.75","3,110.20","2,962.40","275.78M","-4.20%"
"Mar 27, 2009","3,108.65","3,079.40","3,123.35","3,055.90","323.36M","0.86%"
"Mar 26, 2009","3,082.25","2,982.25","3,103.35","2,982.25","416.18M","3.28%"
"Mar 25, 2009","2,984.35","2,938.80","2,996.50","2,923.30","383.65M","1.55%"
"Mar 24, 2009","2,938.70","2,923.80","3,017.40","2,914.50","383.08M","-0.04%"
"Mar 23, 2009","2,939.90","2,807.25","2,949.75","2,807.25","250.48M","4.73%"
"Mar 20, 2009","2,807.05","2,807.35","2,816.10","2,773.65","186.84M","-0.00%"
"Mar 19, 2009","2,807.15","2,797.05","2,822.25","2,771.35","223.41M","0.45%"
"Mar 18, 2009","2,794.70","2,757.65","2,836.05","2,752.25","261.79M","1.35%"
"Mar 17, 2009","2,757.45","2,776.35","2,805.60","2,738.70","288.78M","-0.71%"
"Mar 16, 2009","2,777.25","2,716.05","2,781.95","2,701.95","263.13M","2.13%"
"Mar 13, 2009","2,719.25","2,616.60","2,726.15","2,616.60","263.89M","3.89%"
"Mar 12, 2009","2,617.45","2,574.50","2,646.10","2,574.50","213.79M","1.72%"
"Mar 09, 2009","2,573.15","2,620.10","2,621.25","2,555.60","166.41M","-1.79%"
"Mar 06, 2009","2,620.15","2,576.75","2,628.10","2,539.45","242.51M","1.69%"
"Mar 05, 2009","2,576.70","2,645.90","2,663.90","2,564.10","244.86M","-2.59%"
"Mar 04, 2009","2,645.20","2,611.95","2,655.70","2,611.95","202.95M","0.87%"
"Mar 03, 2009","2,622.40","2,672.15","2,688.50","2,611.55","217.64M","-1.95%"
"Mar 02, 2009","2,674.60","2,764.60","2,764.60","2,659.55","194.23M","-3.22%"
"Feb 27, 2009","2,763.65","2,785.70","2,787.20","2,708.45","231.16M","-0.79%"
"Feb 26, 2009","2,785.65","2,762.20","2,797.80","2,731.90","250.17M","0.84%"
"Feb 25, 2009","2,762.50","2,733.45","2,789.35","2,733.45","176.81M","1.05%"
"Feb 24, 2009","2,733.90","2,737.25","2,746.20","2,677.55","182.64M","-0.09%"
"Feb 20, 2009","2,736.45","2,789.30","2,789.30","2,709.30","154.75M","-1.90%"
"Feb 19, 2009","2,789.35","2,776.70","2,802.15","2,767.60","174.59M","0.48%"
"Feb 18, 2009","2,776.15","2,755.15","2,806.50","2,736.65","214.16M","0.20%"
"Feb 17, 2009","2,770.50","2,853.85","2,854.65","2,757.30","191.43M","-2.74%"
"Feb 16, 2009","2,848.50","2,948.25","2,953.20","2,839.10","244.94M","-3.39%"
"Feb 13, 2009","2,948.35","2,896.95","2,969.75","2,896.85","195.72M","1.91%"
"Feb 12, 2009","2,893.05","2,927.40","2,939.00","2,886.55","214.71M","-1.12%"
"Feb 11, 2009","2,925.70","2,933.00","2,937.50","2,877.60","243.27M","-0.30%"
"Feb 10, 2009","2,934.50","2,919.70","2,957.40","2,891.75","301.75M","0.50%"
"Feb 09, 2009","2,919.90","2,843.05","2,926.75","2,840.15","117.64M","2.70%"
"Feb 06, 2009","2,843.10","2,779.35","2,852.50","2,778.65","187.96M","2.27%"
"Feb 05, 2009","2,780.05","2,802.75","2,816.80","2,754.85","178.48M","-0.82%"
"Feb 04, 2009","2,803.05","2,780.70","2,842.20","2,780.70","204.15M","0.69%"
"Feb 03, 2009","2,783.90","2,773.50","2,831.70","2,752.90","252.55M","0.62%"
"Feb 02, 2009","2,766.65","2,872.35","2,873.45","2,760.70","234.94M","-3.76%"
"Jan 30, 2009","2,874.80","2,824.05","2,881.00","2,774.10","295.00M","1.80%"
"Jan 29, 2009","2,823.95","2,849.35","2,873.85","2,795.35","330.75M","-0.90%"
"Jan 28, 2009","2,849.50","2,771.10","2,855.40","2,765.60","274.48M","2.82%"
"Jan 27, 2009","2,771.35","2,686.05","2,777.30","2,685.25","218.65M","3.46%"
"Jan 23, 2009","2,678.55","2,705.45","2,765.55","2,661.65","211.29M","-1.30%"
"Jan 22, 2009","2,713.80","2,714.70","2,744.85","2,681.40","229.57M","0.28%"
"Jan 21, 2009","2,706.15","2,777.40","2,787.30","2,690.20","220.07M","-3.23%"
"Jan 20, 2009","2,796.60","2,842.90","2,842.90","2,758.00","233.29M","-1.74%"
"Jan 19, 2009","2,846.20","2,828.70","2,868.20","2,819.90","328.34M","0.63%"
"Jan 16, 2009","2,828.45","2,737.00","2,835.65","2,724.20","229.50M","3.35%"
"Jan 15, 2009","2,736.70","2,832.30","2,832.30","2,701.75","214.28M","-3.48%"
"Jan 14, 2009","2,835.30","2,748.40","2,853.25","2,748.40","217.30M","3.29%"
"Jan 13, 2009","2,744.95","2,775.00","2,802.60","2,720.80","252.70M","-1.02%"
"Jan 12, 2009","2,773.10","2,868.85","2,869.20","2,748.55","382.11M","-3.48%"
"Jan 09, 2009","2,873.00","2,919.95","2,929.85","2,810.25","591.98M","-1.62%"
"Jan 07, 2009","2,920.40","3,112.80","3,147.20","2,888.20","686.89M","-6.18%"
"Jan 06, 2009","3,112.80","3,121.50","3,141.80","3,056.10","340.45M","-0.28%"
"Jan 05, 2009","3,121.45","3,058.75","3,131.95","3,056.45","311.93M","2.45%"
"Jan 02, 2009","3,046.75","3,034.60","3,079.85","3,021.80","318.67M","0.44%"
"Jan 01, 2009","3,033.45","2,963.30","3,039.25","2,963.30","226.68M","2.51%"
"Dec 31, 2008","2,959.15","2,979.80","3,002.65","2,937.35","288.83M","-0.68%"
"Dec 30, 2008","2,979.50","2,922.55","2,999.15","2,899.75","302.75M","1.96%"
"Dec 29, 2008","2,922.20","2,857.15","2,931.80","2,812.90","335.17M","2.27%"
"Dec 26, 2008","2,857.25","2,919.85","2,960.95","2,844.80","237.94M","-2.04%"
"Dec 24, 2008","2,916.85","2,967.40","2,968.00","2,900.45","380.46M","-1.74%"
"Dec 23, 2008","2,968.65","3,039.25","3,040.00","2,957.05","303.13M","-2.32%"
"Dec 22, 2008","3,039.30","3,077.25","3,110.45","3,027.80","315.83M","-1.24%"
"Dec 19, 2008","3,077.50","3,063.00","3,106.80","3,036.30","386.31M","0.55%"
"Dec 18, 2008","3,060.75","2,955.35","3,072.55","2,922.65","377.03M","3.60%"
"Dec 17, 2008","2,954.35","3,040.45","3,076.20","2,943.50","344.62M","-2.87%"
"Dec 16, 2008","3,041.75","2,983.60","3,052.55","2,963.30","270.62M","2.03%"
"Dec 15, 2008","2,981.20","2,917.90","3,012.10","2,917.90","293.74M","2.05%"
"Dec 12, 2008","2,921.35","2,915.35","2,936.80","2,812.55","38.34M","0.04%"
"Dec 11, 2008","2,920.15","2,934.05","2,945.30","2,861.55","352.21M","-0.28%"
"Dec 10, 2008","2,928.25","2,785.70","2,940.15","2,785.70","370.60M","5.18%"
"Dec 08, 2008","2,784.00","2,714.70","2,861.55","2,714.70","311.40M","2.56%"
"Dec 05, 2008","2,714.40","2,786.65","2,821.15","2,701.35","319.25M","-2.64%"
"Dec 04, 2008","2,788.00","2,656.50","2,793.80","2,646.35","324.14M","4.95%"
"Dec 03, 2008","2,656.45","2,657.50","2,693.65","2,611.95","282.54M","-0.05%"
"Dec 02, 2008","2,657.80","2,672.90","2,672.90","2,570.70","261.05M","-0.94%"
"Dec 01, 2008","2,682.90","2,755.15","2,832.85","2,669.50","257.84M","-2.62%"
"Nov 28, 2008","2,755.10","2,745.70","2,779.00","2,690.30","296.32M","0.10%"
"Nov 26, 2008","2,752.25","2,652.45","2,762.60","2,643.35","269.95M","3.70%"
"Nov 25, 2008","2,654.00","2,708.30","2,790.70","2,638.20","214.27M","-2.00%"
"Nov 24, 2008","2,708.25","2,690.85","2,740.35","2,633.80","236.73M","0.55%"
"Nov 21, 2008","2,693.45","2,553.60","2,718.60","2,539.80","281.16M","5.50%"
"Nov 20, 2008","2,553.15","2,634.20","2,634.20","2,502.90","204.79M","-3.11%"
"Nov 19, 2008","2,635.00","2,682.75","2,772.40","2,617.90","230.51M","-1.79%"
"Nov 18, 2008","2,683.15","2,802.45","2,802.45","2,664.30","220.18M","-4.16%"
"Nov 17, 2008","2,799.55","2,813.40","2,835.70","2,694.50","251.22M","-0.38%"
"Nov 14, 2008","2,810.35","2,848.00","2,938.80","2,778.80","256.74M","-1.34%"
"Nov 12, 2008","2,848.45","2,937.90","2,975.20","2,794.95","250.46M","-3.07%"
"Nov 11, 2008","2,938.65","3,147.20","3,147.20","2,919.45","221.65M","-6.66%"
"Nov 10, 2008","3,148.25","2,973.30","3,161.25","2,973.30","250.70M","5.89%"
"Nov 07, 2008","2,973.00","2,893.25","3,010.00","2,860.10","246.64M","2.78%"
"Nov 06, 2008","2,892.65","2,998.45","3,007.80","2,860.25","268.18M","-3.42%"
"Nov 05, 2008","2,994.95","3,155.75","3,240.55","2,971.00","305.69M","-4.68%"
"Nov 04, 2008","3,142.10","3,050.25","3,152.30","2,985.00","304.61M","3.23%"
"Nov 03, 2008","3,043.85","2,885.40","3,062.05","2,885.40","240.43M","5.48%"
"Oct 31, 2008","2,885.60","2,696.30","2,921.35","2,696.30","320.46M","6.99%"
"Oct 29, 2008","2,697.05","2,685.30","2,781.25","2,631.90","361.64M","0.46%"
"Oct 28, 2008","2,684.60","2,526.20","2,695.95","2,526.20","512.06M","6.35%"
"Oct 27, 2008","2,524.20","2,583.75","2,585.30","2,252.75","341.12M","-2.31%"
"Oct 24, 2008","2,584.00","2,936.25","2,936.25","2,525.05","348.59M","-12.20%"
"Oct 23, 2008","2,943.15","3,064.80","3,085.10","2,917.15","234.03M","-3.98%"
"Oct 22, 2008","3,065.15","3,234.70","3,235.75","3,051.80","171.32M","-5.25%"
"Oct 21, 2008","3,234.90","3,125.40","3,254.85","3,117.35","225.59M","3.59%"
"Oct 20, 2008","3,122.80","3,108.20","3,238.40","3,058.95","185.82M","1.58%"
"Oct 17, 2008","3,074.35","3,269.05","3,335.95","3,046.60","193.32M","-5.96%"
"Oct 16, 2008","3,269.30","3,333.85","3,333.85","3,099.90","234.08M","-2.07%"
"Oct 15, 2008","3,338.40","3,517.90","3,518.50","3,324.55","163.72M","-5.12%"
"Oct 14, 2008","3,518.65","3,494.10","3,648.25","3,491.50","177.53M","0.80%"
"Oct 13, 2008","3,490.70","3,272.90","3,510.20","3,272.90","195.17M","6.43%"
"Oct 10, 2008","3,279.95","3,502.05","3,502.05","3,198.95","283.84M","-6.65%"
"Oct 08, 2008","3,513.65","3,604.40","3,604.40","3,329.45","228.58M","-2.58%"
"Oct 07, 2008","3,606.60","3,606.95","3,732.65","3,537.00","210.22M","0.12%"
"Oct 06, 2008","3,602.35","3,817.30","3,820.85","3,581.60","157.49M","-5.66%"
"Oct 03, 2008","3,818.30","3,953.55","3,969.55","3,804.85","172.52M","-3.35%"
"Oct 01, 2008","3,950.75","3,921.85","4,000.50","3,861.25","149.83M","0.75%"
"Sep 30, 2008","3,921.20","3,848.70","3,966.85","3,715.05","217.10M","1.85%"
"Sep 29, 2008","3,850.05","3,990.20","3,997.55","3,777.30","187.24M","-3.39%"
"Sep 26, 2008","3,985.25","4,108.75","4,110.70","3,970.35","133.85M","-3.05%"
"Sep 25, 2008","4,110.55","4,162.15","4,172.60","4,077.50","217.96M","-1.22%"
"Sep 24, 2008","4,161.25","4,125.75","4,207.95","4,115.85","156.07M","0.83%"
"Sep 23, 2008","4,126.90","4,223.90","4,224.70","4,117.90","125.53M","-2.28%"
"Sep 22, 2008","4,223.05","4,248.95","4,303.25","4,202.40","136.00M","-0.52%"
"Sep 19, 2008","4,245.25","4,040.80","4,262.65","4,040.80","205.15M","5.13%"
"Sep 18, 2008","4,038.15","4,005.25","4,050.10","3,799.55","203.05M","0.75%"
"Sep 17, 2008","4,008.25","4,074.80","4,116.70","3,974.60","153.24M","-1.64%"
"Sep 16, 2008","4,074.90","4,072.55","4,090.10","3,919.35","159.50M","0.05%"
"Sep 15, 2008","4,072.90","4,231.95","4,237.25","3,955.40","147.16M","-3.68%"
"Sep 12, 2008","4,228.45","4,291.60","4,323.90","4,200.15","145.75M","-1.44%"
"Sep 11, 2008","4,290.30","4,397.25","4,399.30","4,272.75","116.72M","-2.50%"
"Sep 10, 2008","4,400.25","4,467.50","4,467.50","4,382.35","134.79M","-1.53%"
"Sep 09, 2008","4,468.70","4,485.15","4,497.50","4,418.95","95.55M","-0.30%"
"Sep 08, 2008","4,482.30","4,358.30","4,558.00","4,358.30","117.22M","2.99%"
"Sep 05, 2008","4,352.30","4,444.70","4,444.70","4,328.90","108.53M","-2.15%"
"Sep 04, 2008","4,447.75","4,512.95","4,514.60","4,419.45","114.63M","-1.25%"
"Sep 02, 2008","4,504.00","4,358.85","4,522.40","4,343.10","129.29M","3.57%"
"Sep 01, 2008","4,348.65","4,356.10","4,365.00","4,281.35","82.97M","-0.26%"
"Aug 29, 2008","4,360.00","4,230.60","4,368.80","4,230.60","111.46M","3.46%"
"Aug 28, 2008","4,214.00","4,290.75","4,304.50","4,201.85","160.48M","-1.82%"
"Aug 27, 2008","4,292.10","4,336.85","4,364.25","4,282.65","84.38M","-1.05%"
"Aug 26, 2008","4,337.50","4,335.20","4,345.05","4,283.30","86.26M","0.05%"
"Aug 25, 2008","4,335.35","4,317.95","4,398.80","4,317.95","79.24M","0.18%"
"Aug 22, 2008","4,327.45","4,283.85","4,337.00","4,248.00","101.44M","1.02%"
"Aug 21, 2008","4,283.85","4,416.20","4,418.55","4,271.30","91.31M","-2.99%"
"Aug 20, 2008","4,415.75","4,365.45","4,434.90","4,365.45","89.40M","1.09%"
"Aug 19, 2008","4,368.25","4,393.10","4,393.70","4,316.55","96.48M","-0.56%"
"Aug 18, 2008","4,393.05","4,430.70","4,447.40","4,379.85","96.20M","-0.85%"
"Aug 14, 2008","4,430.70","4,524.20","4,529.80","4,421.25","94.98M","-2.17%"
"Aug 13, 2008","4,529.05","4,548.05","4,572.65","4,497.25","105.39M","-0.51%"
"Aug 12, 2008","4,552.25","4,620.95","4,649.85","4,525.75","123.23M","-1.47%"
"Aug 11, 2008","4,620.40","4,529.35","4,625.20","4,529.35","112.94M","2.01%"
"Aug 08, 2008","4,529.50","4,518.35","4,546.35","4,464.00","114.20M","0.12%"
"Aug 07, 2008","4,523.85","4,515.25","4,580.15","4,493.70","133.71M","0.14%"
"Aug 06, 2008","4,517.55","4,506.25","4,615.90","4,503.90","175.50M","0.33%"
"Aug 05, 2008","4,502.85","4,395.80","4,515.15","4,376.00","193.93M","2.45%"
"Aug 04, 2008","4,395.35","4,426.10","4,436.15","4,362.90","131.34M","-0.41%"
"Aug 01, 2008","4,413.55","4,331.60","4,422.95","4,235.70","178.08M","1.86%"
"Jul 31, 2008","4,332.95","4,314.35","4,342.00","4,285.55","199.68M","0.45%"
"Jul 30, 2008","4,313.55","4,191.20","4,327.00","4,191.20","151.94M","2.95%"
"Jul 29, 2008","4,189.85","4,332.20","4,332.20","4,159.15","125.81M","-3.28%"
"Jul 28, 2008","4,332.10","4,282.25","4,352.65","4,282.25","111.11M","0.47%"
"Jul 25, 2008","4,311.85","4,440.85","4,440.85","4,297.15","161.63M","-2.74%"
"Jul 24, 2008","4,433.55","4,476.20","4,539.45","4,385.85","176.95M","-0.97%"
"Jul 23, 2008","4,476.80","4,246.70","4,491.55","4,246.70","233.62M","5.58%"
"Jul 22, 2008","4,240.10","4,158.45","4,262.45","4,137.95","165.65M","1.94%"
"Jul 21, 2008","4,159.50","4,092.20","4,168.15","4,072.75","136.66M","1.64%"
"Jul 18, 2008","4,092.25","3,962.95","4,110.55","3,926.30","175.07M","3.67%"
"Jul 17, 2008","3,947.20","3,823.15","3,968.75","3,823.15","179.94M","3.42%"
"Jul 16, 2008","3,816.70","3,861.55","3,920.05","3,790.20","175.51M","-1.15%"
"Jul 15, 2008","3,861.10","4,039.30","4,040.70","3,835.50","141.87M","-4.42%"
"Jul 14, 2008","4,039.70","4,047.45","4,118.10","4,004.25","125.91M","-0.23%"
"Jul 11, 2008","4,049.00","4,166.00","4,215.50","4,014.45","136.82M","-2.72%"
"Jul 10, 2008","4,162.20","4,155.65","4,187.95","4,110.40","146.41M","0.12%"
"Jul 09, 2008","4,157.10","3,990.90","4,169.40","3,990.90","144.53M","4.23%"
"Jul 08, 2008","3,988.55","4,028.70","4,028.70","3,896.05","135.09M","-1.03%"
"Jul 07, 2008","4,030.00","4,002.00","4,114.50","4,002.00","125.74M","0.35%"
"Jul 04, 2008","4,016.00","3,926.65","4,033.50","3,896.40","152.04M","2.30%"
"Jul 03, 2008","3,925.75","4,094.60","4,097.35","3,874.85","154.49M","-4.09%"
"Jul 02, 2008","4,093.35","3,895.30","4,107.15","3,848.25","199.76M","5.05%"
"Jul 01, 2008","3,896.75","4,039.75","4,075.40","3,878.20","164.47M","-3.56%"
"Jun 30, 2008","4,040.55","4,136.25","4,163.00","4,021.70","144.49M","-2.32%"
"Jun 27, 2008","4,136.65","4,315.30","4,315.30","4,119.20","177.16M","-4.15%"
"Jun 26, 2008","4,315.85","4,252.60","4,324.75","4,230.00","195.95M","1.49%"
"Jun 25, 2008","4,252.65","4,189.60","4,264.55","4,093.20","151.94M","1.47%"
"Jun 24, 2008","4,191.10","4,271.05","4,305.90","4,156.10","132.37M","-1.76%"
"Jun 23, 2008","4,266.40","4,351.15","4,351.15","4,225.50","126.31M","-1.87%"
"Jun 20, 2008","4,347.55","4,504.20","4,532.00","4,333.60","133.10M","-3.48%"
"Jun 19, 2008","4,504.25","4,582.55","4,585.70","4,488.95","102.14M","-1.71%"
"Jun 18, 2008","4,582.40","4,652.80","4,679.75","4,569.90","136.86M","-1.52%"
"Jun 17, 2008","4,653.00","4,572.50","4,664.05","4,561.75","107.12M","1.76%"
"Jun 16, 2008","4,572.50","4,536.30","4,617.70","4,536.30","111.42M","1.23%"
"Jun 13, 2008","4,517.10","4,539.50","4,563.35","4,491.35","139.53M","-0.49%"
"Jun 12, 2008","4,539.35","4,524.40","4,550.00","4,392.00","163.97M","0.35%"
"Jun 11, 2008","4,523.60","4,469.65","4,541.05","4,468.05","166.12M","1.66%"
"Jun 10, 2008","4,449.80","4,522.00","4,522.55","4,369.80","165.41M","-1.14%"
"Jun 09, 2008","4,500.95","4,626.45","4,626.45","4,411.60","175.25M","-2.74%"
"Jun 06, 2008","4,627.80","4,680.55","4,746.30","4,614.25","132.09M","-1.05%"
"Jun 05, 2008","4,676.95","4,586.95","4,690.60","4,536.25","168.87M","1.99%"
"Jun 04, 2008","4,585.60","4,718.70","4,731.50","4,564.50","154.82M","-2.76%"
"Jun 03, 2008","4,715.90","4,739.30","4,739.30","4,634.00","140.73M","-0.50%"
"Jun 02, 2008","4,739.60","4,869.25","4,908.80","4,713.00","118.40M","-2.68%"
"May 30, 2008","4,870.10","4,844.05","4,908.85","4,833.45","138.62M","0.72%"
"May 29, 2008","4,835.30","4,926.30","4,957.40","4,801.90","194.90M","-1.69%"
"May 28, 2008","4,918.35","4,862.70","4,926.90","4,835.65","140.74M","1.20%"
"May 27, 2008","4,859.80","4,877.15","4,932.00","4,846.20","120.40M","-0.31%"
"May 26, 2008","4,875.05","4,953.60","4,953.60","4,858.00","124.35M","-1.45%"
"May 23, 2008","4,946.55","5,026.55","5,059.05","4,940.70","152.37M","-1.57%"
"May 22, 2008","5,025.45","5,117.00","5,118.90","5,010.70","113.50M","-1.80%"
"May 21, 2008","5,117.65","5,105.70","5,135.55","5,048.70","163.03M","0.25%"
"May 20, 2008","5,104.95","5,157.00","5,160.05","5,072.40","157.36M","-1.02%"
"May 16, 2008","5,157.70","5,115.65","5,167.40","5,106.40","153.20M","0.83%"
"May 15, 2008","5,115.25","5,010.90","5,118.55","4,999.60","150.79M","2.07%"
"May 14, 2008","5,011.75","4,958.45","5,026.10","4,932.05","147.69M","1.09%"
"May 13, 2008","4,957.80","5,008.60","5,066.00","4,943.75","158.38M","-1.09%"
"May 12, 2008","5,012.65","4,981.00","5,021.75","4,913.80","150.70M","0.60%"
"May 09, 2008","4,982.60","5,070.85","5,087.65","4,969.40","142.29M","-1.95%"
"May 08, 2008","5,081.70","5,135.80","5,143.05","5,062.45","127.17M","-1.05%"
"May 07, 2008","5,135.50","5,156.70","5,159.05","5,101.25","153.38M","-0.18%"
"May 06, 2008","5,144.65","5,192.35","5,206.50","5,110.90","131.31M","-0.92%"
"May 05, 2008","5,192.25","5,227.25","5,254.50","5,182.60","125.63M","-0.69%"
"May 02, 2008","5,228.20","5,265.30","5,298.85","5,197.60","131.24M","1.21%"
"Apr 30, 2008","5,165.90","5,198.35","5,230.75","5,155.85","146.21M","-0.57%"
"Apr 29, 2008","5,195.50","5,092.40","5,210.90","5,082.15","214.91M","2.08%"
"Apr 28, 2008","5,089.65","5,112.50","5,147.45","5,079.15","110.78M","-0.43%"
"Apr 25, 2008","5,111.70","4,999.15","5,117.70","4,999.15","134.45M","2.24%"
"Apr 24, 2008","4,999.85","5,022.90","5,072.70","4,991.35","154.29M","-0.46%"
"Apr 23, 2008","5,022.80","5,044.35","5,083.50","5,003.55","144.56M","-0.52%"
"Apr 22, 2008","5,049.30","5,037.05","5,074.25","4,994.05","126.75M","0.24%"
"Apr 21, 2008","5,037.00","4,955.90","5,053.40","4,955.90","110.42M","1.59%"
"Apr 17, 2008","4,958.40","4,890.60","4,984.95","4,889.65","135.28M","1.45%"
"Apr 16, 2008","4,887.30","4,881.65","4,951.40","4,874.05","137.21M","0.16%"
"Apr 15, 2008","4,879.65","4,779.95","4,917.10","4,708.30","152.08M","2.13%"
"Apr 11, 2008","4,777.80","4,734.35","4,817.40","4,727.25","132.77M","0.95%"
"Apr 10, 2008","4,733.00","4,747.55","4,799.50","4,720.90","150.14M","-0.30%"
"Apr 09, 2008","4,747.05","4,707.05","4,758.25","4,667.50","101.41M","0.79%"
"Apr 08, 2008","4,709.65","4,760.65","4,769.55","4,677.80","113.75M","-1.08%"
"Apr 07, 2008","4,761.20","4,631.35","4,798.55","4,628.80","124.93M","2.46%"
"Apr 04, 2008","4,647.00","4,766.70","4,791.70","4,632.70","131.51M","-2.61%"
"Apr 03, 2008","4,771.60","4,753.90","4,833.25","4,738.20","124.59M","0.37%"
"Apr 02, 2008","4,754.20","4,741.40","4,916.75","4,741.40","114.66M","0.31%"
"Apr 01, 2008","4,739.55","4,735.65","4,800.75","4,628.75","119.88M","0.11%"
"Mar 31, 2008","4,734.50","4,942.15","4,947.00","4,703.85","147.20M","-4.20%"
"Mar 28, 2008","4,942.00","4,830.00","4,970.80","4,796.35","162.59M","2.31%"
"Mar 27, 2008","4,830.25","4,828.80","4,863.75","4,769.60","180.12M","0.03%"
"Mar 26, 2008","4,828.85","4,878.70","4,912.30","4,808.65","126.10M","-1.00%"
"Mar 25, 2008","4,877.50","4,616.80","4,896.80","4,616.80","142.37M","5.81%"
"Mar 24, 2008","4,609.85","4,576.80","4,649.45","4,539.80","123.98M","0.78%"
"Mar 19, 2008","4,573.95","4,534.75","4,718.40","4,533.90","158.51M","0.90%"
"Mar 18, 2008","4,533.00","4,519.90","4,617.95","4,468.55","169.44M","0.66%"
"Mar 17, 2008","4,503.10","4,745.45","4,745.45","4,482.10","143.35M","-5.11%"
